Interest,Aliases,vector_id
colloids and interface science,CIS,interest_524
colloids and nanomaterials,"Advanced Materials, CN, Materials Science, Nanoscale Science, Nanotechnology",interest_525
combinatorial alloy design,CAD,interest_526
combinatorics,"combinatorics Research, combinatorics Technology",interest_527
combustion,"combustion Research, combustion Technology",interest_528
combustion & flow diagnostics,CFD,interest_529
commercial banking,CB,interest_530
communication,"Telecommunications, Wireless Systems",interest_531
communication networking,"CN, Telecommunications, Wireless Systems",interest_532
communication systems,"CS, Telecommunications, Wireless Systems",interest_533
communications,"Telecommunications, Wireless Systems",interest_534
comp. chem,CC,interest_535
compact model,CM,interest_536
compact modeling,CM,interest_537
complex approximation,CA,interest_538
complex fluids,CF,interest_539
complex fluids rheology,CFR,interest_540
complex networks,"CN, Telecommunications, Wireless Systems",interest_541
complex oxides,CO,interest_542
complex systems,CS,interest_543
complex systems and dynamics,CSD,interest_544
complex systems and networks,"CSN, Telecommunications, Wireless Systems",interest_545
complex systems theory,CST,interest_546
complex variables and hyperbolic geometry,CVHG,interest_547
complexity theory,CT,interest_548
compliant mechanisms,CM,interest_549
compliant mechanisms and robotic systems,"Autonomous Systems, CMRS, Robotics & Automation",interest_550
composite material,"Advanced Materials, CM, Materials Science",interest_551
composite materials,"Advanced Materials, CM, Materials Science",interest_552
composite nanofibrous materials,"Advanced Materials, CNM, Materials Science, Nanoscale Science, Nanotechnology",interest_553
composite structures,CS,interest_554
composites,"composites Research, composites Technology",interest_555
composites and nanomaterials for structural,"Advanced Materials, CNS, Materials Science, Nanoscale Science, Nanotechnology",interest_556
composites manufacturing,CM,interest_557
composting,"composting Research, composting Technology",interest_558
compound extremes,CE,interest_559
compound semiconductor heterostructures,CSH,interest_560
compressed sensing,CS,interest_561
compressible flows,CF,interest_562
computation intelligence applications,"Artificial Intelligence, CIA, Machine Intelligence",interest_563
computational,"computational Research, computational Technology",interest_564
computational and experimental,CE,interest_565
computational and topological fluid,CTF,interest_566
computational biology,"Biomedical Engineering, Biotechnology, CB",interest_567
computational biophysics,"Biomedical Engineering, Biotechnology, CB",interest_568
computational cardiology,CC,interest_569
computational chemistry,CC,interest_570
computational chemistry and biophysics,"Biomedical Engineering, Biotechnology, CCB",interest_571
computational chemistry for soft and bio,"Biomedical Engineering, Biotechnology, CCSB",interest_572
computational crystal plasticity,CCP,interest_573
computational finance,CF,interest_574
computational fluid dynamics,CFD,interest_575
computational fluid dynamics (cfd),CFDC,interest_576
computational fluid dynamics and heat,CFDH,interest_577
computational geometry,CG,interest_578
computational heat transfer and fluid flow,CHTFF,interest_579
computational imaging,CI,interest_580
computational intelliegnce,CI,interest_581
computational intelligence,"Artificial Intelligence, CI, Machine Intelligence",interest_582
computational linguistics,CL,interest_583
computational material science,"Advanced Materials, CMS, Materials Science",interest_584
computational materials,"Advanced Materials, CM, Materials Science",interest_585
computational materials science,"Advanced Materials, CMS, Materials Science",interest_586
computational mathematics,CM,interest_587
computational mechanics,CM,interest_588
computational methods,CM,interest_589
computational modelling of multiphasic,CMM,interest_590
computational neuroscience,CN,interest_591
computational polymer science,CPS,interest_592
computational social science,CSS,interest_593
computational solid mechanics,CSM,interest_594
computational structural mechanics,CSM,interest_595
computational thermo-fluids,CTF,interest_596
compute-in memory,CM,interest_597
compute-in-memory,CM,interest_598
computer aided engineering,"Artificial Intelligence, CAE, Machine Intelligence",interest_599
computer aided process and plant design,"Artificial Intelligence, CAPPD, Machine Intelligence",interest_600
computer architecture,CA,interest_601
computer haptics,CH,interest_602
computer integrated project delivery,CIPD,interest_603
computer networks,"CN, Telecommunications, Wireless Systems",interest_604
computer science,CS,interest_605
computer science and engineering,CSE,interest_606
computer security,CS,interest_607
computer simulation,CS,interest_608
computer systems and networking,"CSN, Telecommunications, Wireless Systems",interest_609
computer vision,"CNNs, CV, Image Analysis, Image Recognition, Object Detection, Visual Perception, Visual Recognition",interest_610
computer-aided design,"Artificial Intelligence, CAD, Machine Intelligence",interest_611
computing,"computing Research, computing Technology",interest_612
concrete,"concrete Research, concrete Technology",interest_613
concrete durability,CD,interest_614
concrete filled tubes,CFT,interest_615
concrete technology,CT,interest_616
condensation,"condensation Research, condensation Technology",interest_617
condensed matter,CM,interest_618
condensed matter physics,CMP,interest_619
condensed matter physics (theory),CMPT,interest_620
condition assessment,CA,interest_621
condition monitoring,CM,interest_622
condition monitoring & fault diagnosis of,CMFD,interest_623
condition monitoring of mechanical,CMM,interest_624
conductive polymers,CP,interest_625
confined water,CW,interest_626
connected and autonomous vehicles,CAV,interest_627
connectives in multivalued logic,CML,interest_628
consciousness,"consciousness Research, consciousness Technology",interest_629
conservation of lakes and rivers,CLR,interest_630
constitutive modeling and,CM,interest_631
construction management,CM,interest_632
construction project management,CPM,interest_633
consumer behaviour,CB,interest_634
consumer rights,CR,interest_635
contaminant transport,CT,interest_636
contamination,"contamination Research, contamination Technology",interest_637
continual learning,"Artificial Intelligence, CL, Machine Intelligence",interest_638
continuum micromechanics,CM,interest_639
control,"Autonomous Systems, Robotics & Automation",interest_640
control application in power systems,"Autonomous Systems, CAPS, Robotics & Automation",interest_641
control of power converters,"Autonomous Systems, CPC, Robotics & Automation",interest_642
control system,"Autonomous Systems, CS, Robotics & Automation",interest_643
control systems,"Autonomous Systems, CS, Robotics & Automation",interest_644
control theory,"Autonomous Systems, CT, Robotics & Automation",interest_645
controlled release,"Autonomous Systems, CR, Robotics & Automation",interest_646
convection  in porous media,CPM,interest_647
convection in porous media,CPM,interest_648
convection-bifurcation,CB,interest_649
convection-energy flow,"CEF, Clean Energy, Renewable Energy Systems",interest_650
convective heat and mass transfer,CHMT,interest_651
conventional and non conventional,CNC,interest_652
conventional and unconventional machining,CUM,interest_653
cooperative and cognitive radio techniques,CCRT,interest_654
cooperative c,CC,interest_655
cooperative relaying systems,CRS,interest_656
coordination chemistry,CC,interest_657
coordination clusters,CC,interest_658
coordination polymer,CP,interest_659
coordination polymers,CP,interest_660
copula,"copula Research, copula Technology",interest_661
corossion engineering,CE,interest_662
corporate finance,CF,interest_663
corporate governance,CG,interest_664
correlated electrons,CE,interest_665
corrosion,"corrosion Research, corrosion Technology",interest_666
corrosion analysis,CA,interest_667
cosmic dawn,CD,interest_668
cosmo-rs,CR,interest_669
cosmochemistry,"cosmochemistry Research, cosmochemistry Technology",interest_670
cosmology,"cosmology Research, cosmology Technology",interest_671
cost optimisation,CO,interest_672
covalent organic frameworks,COF,interest_673
co₂ utilization,"co₂ utilization Research, co₂ utilization Technology",interest_674
cps,"cps Research, cps Technology",interest_675
cps-iot & smart environments,CISE,interest_676
crash,"crash Research, crash Technology",interest_677
creep,"creep Research, creep Technology",interest_678
critical digital studies,CDS,interest_679
critical metals,CM,interest_680
crop improvement,CI,interest_681
crop modeling and simulation,CMS,interest_682
crop modelling,CM,interest_683
crop monitoring,CM,interest_684
cross-coupling reactions,CCR,interest_685
crustal evolution,CE,interest_686
cryogenic insulation,CI,interest_687
cryogenic transistor modeling,CTM,interest_688
cryptography,"cryptography Research, cryptography Technology",interest_689
cryptography and network security,"CNS, Telecommunications, Wireless Systems",interest_690
cryptology,"cryptology Research, cryptology Technology",interest_691
crysophere,"crysophere Research, crysophere Technology",interest_692
crystal engineering,CE,interest_693
crystal plasticity,CP,interest_694
crystal plasticity simulations,CPS,interest_695
crystallographic texture,CT,interest_696
crystallography,"crystallography Research, crystallography Technology",interest_697
csi in flexible body motion,CFBM,interest_698
cuffless blood pressure,CBP,interest_699
cultural studies,CS,interest_700
cyber physical systems,CPS,interest_701
cyber security,CS,interest_702
cyber-physical systems,CPS,interest_703
dam break analysis,DBA,interest_704
dam engineering,DE,interest_705
damage,"damage Research, damage Technology",interest_706
damage mechanics,DM,interest_707
data analyis,DA,interest_708
data analytics,DA,interest_709
data compression,DC,interest_710
data driven models,DDM,interest_711
data mining,DM,interest_712
data mining computer vision,"DMCV, Image Analysis, Visual Recognition",interest_713
data science,DS,interest_714
data science and analytics,DSA,interest_715
data science and engineering,DSE,interest_716
data-driven design,DDD,interest_717
database,"database Research, database Technology",interest_718
databases,"databases Research, databases Technology",interest_719
dearomatisation,"dearomatisation Research, dearomatisation Technology",interest_720
debris flows,DF,interest_721
decision making,DM,interest_722
decision modeling and analytics,DMA,interest_723
deep eutectic solvents,DES,interest_724
deep learniing,DL,interest_725
deep learning,"Artificial Intelligence, Convolutional Networks, DL, Deep Neural Networks, Machine Intelligence, Representation Learning, Transformers",interest_726
deep neural networks,"DNN, Telecommunications, Wireless Systems",interest_727
defect-structure property correlations,DSPC,interest_728
deformation,"deformation Research, deformation Technology",interest_729
deformation mechanisms,DM,interest_730
delay and fractional differential equations,DFDE,interest_731
delay differential equations,DDE,interest_732
demand respose,DR,interest_733
dense membranes,DM,interest_734
density functional theory,DFT,interest_735
density-functional theory,DFT,interest_736
desalination,"desalination Research, desalination Technology",interest_737
desiccant cooling,DC,interest_738
design and analysis,DA,interest_739
design and analysis of algorithms,DAA,interest_740
design and manufacturing,DM,interest_741
design education,DE,interest_742
design for additive manufacturing,DAM,interest_743
design methods,DM,interest_744
design of rolling element bearings for,DREB,interest_745
design optimization,DO,interest_746
design research,DR,interest_747
design science,DS,interest_748
desulfurization,"desulfurization Research, desulfurization Technology",interest_749
detector development and instrumentation,DDI,interest_750
deuteration,"deuteration Research, deuteration Technology",interest_751
developental biology,"Biomedical Engineering, Biotechnology, DB",interest_752
development economics,DE,interest_753
developmental biology,"Biomedical Engineering, Biotechnology, DB",interest_754
device physics,DP,interest_755
devices,"devices Research, devices Technology",interest_756
dewetting,"dewetting Research, dewetting Technology",interest_757
dft,"dft Research, dft Technology",interest_758
