Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index
Chandra Sekhar C,Indian Institute of Technology Madras,"Machine learning, Deep learning, Metric learning",9754,https://scholar.google.com/citations?hl=en&user=W5sQEeQAAAAJ,,
Mitesh Khapra,Indian Institute of Technology Madras,"Natural Language Processing, Machine Learning",9673,https://scholar.google.com/citations?hl=en&user=DV8z8DYAAAAJ,45.0,111.0
MS Ramachandra Rao,IIT Madras,"Diamondtronics and Oxide electronics …, NV-centres in diamond, Diamond coatings for tec",9602,https://scholar.google.com/citations?hl=en&user=rwQixokAAAAJ,50.0,219.0
Saminathan Ponnusamy,"Professor, Indian Institute of Technology Madras, Chennai 600036","Geometric Function Theory, Harmonic mappings, Special Functions, Turan type inequalities",9502,https://scholar.google.com/citations?hl=en&user=u5T0rO0AAAAJ,55.0,237.0
G Srinivasan,Indian Institute of Technology Madras,"Cellular manufacturing, Group Technology, Scheduling, Supply Chain Management",9250,https://scholar.google.com/citations?hl=en&user=e_Nv-yEAAAAJ,43.0,151.0
Balaraman Ravindran,"Professor of Data Science and AI, Wadhwani School of Data Science and AI, IIT Madras","Reinforcement Learning, Data Mining, Network Analysis, Responsible AI",9145,https://scholar.google.com/citations?hl=en&user=nGUcGrYAAAAJ,53.0,147.0
Sandeep Kumar,Indian Institute of Technology Madras,"Artificial Intelligence, Automated Planning, Machine Learning",9042,https://scholar.google.com/citations?hl=en&user=E_zeLPIAAAAJ,38.0,168.0
M Kamaraj,Indian Institute of Technology Madras,"Tribology, Surface Coatings, Creep, Materials",9020,https://scholar.google.com/citations?hl=en&user=5HB96vcAAAAJ,52.0,165.0
Srinivasa Rao Bakshi,Indian Institute of Technology Madras,"Surface engineering and coatings, in-situ composites, ultra high temperature ceramics and …, carbon nanotubes and graph",8984,https://scholar.google.com/citations?hl=en&user=7LjSLCIAAAAJ,45.0,84.0
Rajagopalan Srinivasan,Indian Institute of Technology Madras,"Process Systems Engineering, Energy Systems, AI & ML, Process Safety",8750,https://scholar.google.com/citations?hl=en&user=LItoQlMAAAAJ,55.0,152.0
Balaji C,"TT Narendran Institute Chair Professor, Department of Mechanical Engineering, IIT Madras …","Heat Transfer, Optimization, Atmospheric Science, Inverse Problems, ML in Thermal Sciences",8726,https://scholar.google.com/citations?hl=en&user=JNIgB64AAAAJ,48.0,166.0
Masilamani Jeganmohan,"Associate Professor, Department of Chemistry, Indian Institute of Technology Madras",Organic Synthesis,8613,https://scholar.google.com/citations?hl=en&user=4tsmRTQAAAAJ,56.0,135.0
Velmurugan R,Indian Institute of Technology Madras,"Impact mechanics, Composite materials, FE Analysis, Nanomaterials",8605,https://scholar.google.com/citations?hl=en&user=dQ_hsaAAAAAJ,52.0,184.0
Rohit Batra,Assistant Professor IIT Madras,"Materials informatics, Density functional theory, Machine learning, Materials discovery",8534,https://scholar.google.com/citations?hl=en&user=HYOLn6IAAAAJ,34.0,48.0
Sachin S. Gunthe,"Dept of Civil Engineering, IIT Madras","Aerosol, Atmospheric Chemistry and pollution, Climate, Health, Human body thermodynamics and cognition",8422,https://scholar.google.com/citations?hl=en&user=9WJ5i-MAAAAJ,41.0,72.0
Dr. Mohanasankar Sivaprakasam,"Professor of Electrical Engineering, IIT Madras","Affordable healthcare technologies, Biomedical instrumentation, Healthcare delivery models for low resource …",7839,https://scholar.google.com/citations?hl=en&user=udQcaS4AAAAJ,47.0,138.0
Shiva Nagendra SM,"Professor of Civil Engineering, Indian Institute of Technology Madras","Urban Air Quality Management, Indoor Air Quality, Real Time Vehicle Exhaust Emission …, Source Apportionment",7743,https://scholar.google.com/citations?hl=en&user=lFVg7bQAAAAJ,48.0,118.0
K.Shanti Swarup,"Professor, Department of Electrical Engineering, Indian Institute of Technology Madras","Energy Management Systems, Smart Grids, Automation, Digital-Numerical Protection, Computational Intelligence",7634,https://scholar.google.com/citations?hl=en&user=nNiRqpIAAAAJ,45.0,145.0
Subramshu S. Bhattacharya,"Professor of MME, IIT Madras","High entropy oxides (HEOs), Nanoceramics, Superplasticity",7418,https://scholar.google.com/citations?hl=en&user=drZz4a0AAAAJ,30.0,61.0
Pazhamalai Anbarasan,"Professor of Chemistry, IIT Madras",Organic Synthesis,7356,https://scholar.google.com/citations?hl=en&user=I8hSXYMAAAAJ,38.0,90.0
Sundargopal Ghosh,"Professor, Department of Chemistry, Indian Institute of Technology Madras","Boron, Main Group, Metallaborane, Cluster, Triple-decker",7315,https://scholar.google.com/citations?hl=en&user=xLXfN-IAAAAJ,55.0,176.0
Ashis Kumar Sen,IIT Madras,Microfluidics,7237,https://scholar.google.com/citations?hl=en&user=nm69QSQAAAAJ,39.0,160.0
ROHIT KUMAR SINGH,"PhD in Physics, IIT Madras",High Energy Physics,7208,https://scholar.google.com/citations?hl=en&user=ibYbHsYAAAAJ,39.0,137.0
G Sekar,"Professor of Chemistry, IIT Madras, India","Organic Chemistry, Asymmetric Synthesis, Catalysis",7118,https://scholar.google.com/citations?hl=en&user=X23iSgMAAAAJ,50.0,145.0
Professor Satyajit Roy,Indian Institute of Technology Madras,"Computational Fluid Dynamics, Boundary Layer theory",7092,https://scholar.google.com/citations?hl=en&user=68l0YcsAAAAJ,48.0,119.0
Sivakumar KC IITM,Indian Institute of Technology Madras,,7065,https://scholar.google.com/citations?hl=en&user=eqlcHWsAAAAJ,43.0,176.0
A Ramesh,"Institute Chair Professor, Dept. of Mechanical Engineering, Indian Institute of Technology","Internal Combustion Engines, Alternative fuels, automotive engineering, Engine control, hybrid",6992,https://scholar.google.com/citations?hl=en&user=SPA7o6QAAAAJ,39.0,104.0
Rama Verma,"Retered Director MNNIT,Retired Professor in Biotechnology, IIT, Madras, Chennai and …","Stem Cell, Molecular Biology, Receptor Biology, Immunology, Membrane Biology",6963,https://scholar.google.com/citations?hl=en&user=LrxrULcAAAAJ,47.0,142.0
Subramanya Sarma Vadlamani,"Professor, Department of Metallurgical and Materials Engineering, Indian Institute of …","Materials Processing, Microstructure, Grain Boundaries, Mechanical Properties",6931,https://scholar.google.com/citations?hl=en&user=gz8LMM4AAAAJ,46.0,107.0
Vimalraj Selvaraj,"Assistant Professor (DST-INSPIRE Faculty, SERB-SRS) Dept. of Appl. Mech & Biomed. Eng …","Tumor angiogenesis, Transgenic Zebrafish, Bone biology, Stem cell biology, Biomaterials and tissue",6858,https://scholar.google.com/citations?hl=en&user=ZFTqPpYAAAAJ,36.0,67.0
Mathava Kumar,"Department of Civil Engineering, Indian Institute of Technology Madras","Water Purification, Wastewater Treatment, Biorememdiation",6807,https://scholar.google.com/citations?hl=en&user=Wan6DykAAAAJ,44.0,89.0
Anurag Mittal,"Professor of Computer Science and Engg., IIT Madras, INDIA","Computer Vision, Image Processing",6497,https://scholar.google.com/citations?hl=en&user=mB9AZSAAAAAJ,35.0,60.0
Varadaraju Upadhyayula,IIT Madras,"Solid State Chemistry, Materials Chemistry, Materials Science, Condensed Matter, Electrochemical Energy Systems",6392,https://scholar.google.com/citations?hl=en&user=uApUuykAAAAJ,43.0,129.0
Dr. Sushanta Kumar Panigrahi,"Professor, Mechanical Engineering Department, IIT Madras, Chennai, India","Innovative Material Processing, Mg and Al Technologies, Advanced Casting, Metal Forming and Sheet Ma",6359,https://scholar.google.com/citations?hl=en&user=NY2YuLMAAAAJ,46.0,94.0
Sathyanarayana N. Gummadi,IIT Madras,"Bio process engineering, protein biochemistry, membrane biogenesis and signalling",6273,https://scholar.google.com/citations?hl=en&user=xC2McNUAAAAJ,39.0,128.0
Hema A Murthy,"Professor of Computer Science and Engineering, IIT Madras","speech processing, speech synthesis, music processing, neuronal signal processing, machine learning",6259,https://scholar.google.com/citations?hl=en&user=AQ8w2uEAAAAJ,37.0,149.0
Ramesh K,"Professor of Applied Mechanics, IIT Madras and Formerly Professor of Mechanical Engg. IIT …","Stress analysis, Digital Photoelasticity, Fracture Mechanics",6192,https://scholar.google.com/citations?hl=en&user=T1XFjTkAAAAJ,40.0,124.0
Somnath C Roy,"Professor, Department of Physics, IIT Madras",,6087,https://scholar.google.com/citations?hl=en&user=d-UUwoQAAAAJ,31.0,89.0
Shweta Agrawal,Indian Institute of Technology Madras,Cryptography,6077,https://scholar.google.com/citations?hl=en&user=uLkJ5_4AAAAJ,36.0,58.0
"C Sudakar, Sudakar Chandran","Department of Physics, IIT Madras","defect-structure property correlations, oxides, thin films, energy storage and conversion materials",5996,https://scholar.google.com/citations?hl=en&user=pss7hxgAAAAJ,44.0,130.0
Satyajit Roy,"Professor, Department of Mathematics, Indian Institute of Technology Madras","Convective Heat and Mass Transfer, Computational Fluid Dynamics",5968,https://scholar.google.com/citations?hl=en&user=13PN2mgAAAAJ,43.0,89.0
Kesavan Venkitasamy,Indian Institute of Technology Madras,"Asymmetric catalysis, Medicinal chemistry",5942,https://scholar.google.com/citations?hl=en&user=ppkkq78AAAAJ,30.0,54.0
Narayanan S,"Retired Professor of Mechanical Engineering and Applied Mechanics, IIT Madras","Vibration, Acoustics, Random Vibration, Nonlinear Dynamics, Smart Structures",5911,https://scholar.google.com/citations?hl=en&user=51f2PX4AAAAJ,39.0,88.0
Pratyush Kumar,"Microsoft Research, IIT Madras","SysDL, NLP, AI for social good",5886,https://scholar.google.com/citations?hl=en&user=4pr87jAAAAAJ,37.0,67.0
Indumathi Nambi,Indian Institute of Technology Madras,"Environment, Water, Remediation, solid waste",5854,https://scholar.google.com/citations?hl=en&user=AuntPtQAAAAJ,40.0,103.0
C.Pandu Rangan,"Professor, Department of Computer Science and Engg, IIT-Madras, India.","Algorithms, Cryptology, Theoretical Computer Science",5813,https://scholar.google.com/citations?hl=en&user=begDaeQAAAAJ,40.0,155.0
Suresh Rayala,IIT Madras,Cancer Biology,5691,https://scholar.google.com/citations?hl=en&user=uizsn0EAAAAJ,40.0,78.0
Suraj Pandey,"IIT Madras,(Indian Institute of Technology Madras)",Artificial Intelligence,5679,https://scholar.google.com/citations?hl=en&user=WPhgmKcAAAAJ,30.0,52.0
TSChandra,"Professor  of Biotechnology ,Dept of Biotechnology ,IIT Madras , Chennai  India","Microbiology, biotechnology, millets, electrospinning",5638,https://scholar.google.com/citations?hl=en&user=olcYljIAAAAJ,41.0,75.0
Shanthi Pavan,"NT Alexander Institute-Chair Professor of Electrical Engineering, IIT Madras; Fellow, IEEE",analog mixed signal integrated circuit design,5593,https://scholar.google.com/citations?hl=en&user=9eb0wrwAAAAJ,38.0,100.0
Arockiarajan Arunachalakasi,"Professor, IIT Madras","Smart materials, Composites, Bio-materials",5490,https://scholar.google.com/citations?hl=en&user=-9DCDvgAAAAJ,35.0,153.0
LS Ganesh,"Professor (retired), Department of Management Studies, Indian Institute of Technology …","Systems Science and Philosophy, Decision Making, Project Management, Technology and Knowledge",5440,https://scholar.google.com/citations?hl=en&user=6jE55CEAAAAJ,36.0,58.0
Tapobrata Panda (T Panda),"Retired Professor of Chemical Engineering, Indian Institute of Technology Madras, India","Bioprocess Engineering, Biochemical Engineering, Bioprocess optimization",5396,https://scholar.google.com/citations?hl=en&user=wEmXlfQAAAAJ,38.0,91.0
Prakash M Maiya,Indian Institute of Technology,"refrigeration, Air conditioning, ventilation, metal hydrides, energy",5235,https://scholar.google.com/citations?hl=en&user=2AdnRAMAAAAJ,40.0,94.0
Suresh Kumar Govindarajan,"Professor (HAG) - Reservoir Simulation Laboratory, Petroleum Engineering Programme,   IIT …",Flow through Fractured Reservoirs  -  EOR …,5178,https://scholar.google.com/citations?hl=en&user=e7sOg_0AAAAJ,36.0,127.0
Vemuri Rama Krishna Murthy,Indian Institute of Technology Madras,"Dielectrics, Ferroelectrics, Multiferroics",5143,https://scholar.google.com/citations?hl=en&user=rllgEnUAAAAJ,38.0,112.0
Karthik Raman,"Professor, Department of Data Science and AI, Wadhwani School of Data Science and AI, IIT …","Computational Biology, Systems Biology, Synthetic Biology, Biological Networks, Metabolic Modelling",5118,https://scholar.google.com/citations?hl=en&user=qkn2yIIAAAAJ,31.0,66.0
S. Mohan,"Professor, Envvironmental and Water Resources Engineering, Indian Institute of Technology …","Reservoir Operation, Heavy Metal Removal, Municipal Solid Waste, Heavy Metal Adsorption, Leachate",5060,https://scholar.google.com/citations?hl=en&user=f_MK-gkAAAAJ,34.0,84.0
A Seshadri Sekhar,"Professor of Mechanical Engineering, IIT Madras","Rotor dynamics, Condition monitoring, Tribology and Vibrations",5053,https://scholar.google.com/citations?hl=en&user=ka_t0OgAAAAJ,39.0,82.0
Vallam Sundar,Indian Institute of Technology Madras,"Harbour, Coastal and Ocean Engineering",5032,https://scholar.google.com/citations?hl=en&user=BFgXPowAAAAJ,38.0,124.0
Ravi Sankar Kottada,Professor at Indian Institute of Technology Madras,"Creep, High-temperature Deformation, Additive Manufacturing, Superalloys, High Entropy Alloys",5031,https://scholar.google.com/citations?hl=en&user=Fw2eT30AAAAJ,31.0,54.0
Boby George,"Professor, Department of Electrical Engineering, IIT Madras","Sensors, Non‑contact Sensing, Sensor Interface Electronics, Biomedical Instrumentation",5024,https://scholar.google.com/citations?hl=en&user=iOmLCnkAAAAJ,36.0,123.0
Kothandaraman Ramanujam (RK Raman),"Professor, Indian Institute of Technology",Electrocatalyst for Energy Systems,5016,https://scholar.google.com/citations?hl=en&user=8MvVXi8AAAAJ,35.0,131.0
Lelitha Devi Vanajakshi,"Department of Civil Engineering, Indian Institute of Technology Madras","Traffic flow modeling, Intelligent Transportation Systems, Traffic operations",4977,https://scholar.google.com/citations?hl=en&user=NFQxp20AAAAJ,31.0,89.0
Nitin Muralidharan,Indian Institute of Technology Madras,"Materials Science, Energy Storage, Batteries, Cobalt-free, Mechano-Electrochemistry",4731,https://scholar.google.com/citations?hl=en&user=8riV1tIAAAAJ,36.0,50.0
V Srinivasa Chakravarthy,Indian Institute of Technology Madras,"Computational neuroscience, computational cardiology, pattern recognition",4664,https://scholar.google.com/citations?hl=en&user=4PqxB3gAAAAJ,32.0,89.0
TJKamalanabhan,"Professor, Dept of Management studies, Indian Insitute of Technology Madras","Human Resource Management, Organisational Behaviour, Industrial Psychology",4593,https://scholar.google.com/citations?hl=en&user=UGbGgQgAAAAJ,32.0,64.0
Dillip Kumar Chand,"Professor of Chemistry, IIT Madras",Supramolecular Coordination Chemistry,4549,https://scholar.google.com/citations?hl=en&user=uSR69fkAAAAJ,36.0,97.0
Madivala G. Basavaraj,"Professor, Department of Chemical Engineering, IIT-Madras",Colloids and Interface Science,4535,https://scholar.google.com/citations?hl=en&user=iJI-8rkAAAAJ,33.0,81.0
Venkatachalam Subramanian,"Indian Institute of Technology, Madras","Microwave, Materials",4529,https://scholar.google.com/citations?hl=en&user=8WqfOY4AAAAJ,34.0,114.0
P Murugavel,"Professor of Department of Physics, Indian Institute of Technology Madras",Materials Physics,4502,https://scholar.google.com/citations?hl=en&user=kUO8BdMAAAAJ,34.0,79.0
